watermark,is_custom_deck,draw_before,number_to_play,card_text
KHAOS,t,0,1,[blank]. It&#39;s what&#39;s for dinner!
KHAOS,t,0,1,[blank]. Like a boss!
KHAOS,t,0,1,[blank]. Part of this nutritious breakfast.
KHAOS,t,0,1,[blank]? We don&#39;t need no stinking [blank]!
KHAOS,t,0,2,A vote for [blank] is a vote for [blank].
KHAOS,t,0,1,Able to leap [blank] in a single bound! 
KHAOS,t,0,1,Achy Breaky [blank].
KHAOS,t,0,1,Alright you Primitive Screwheads&#44; listen up! You see this? This... is my [blank]!
KHAOS,t,0,1,An African or European [blank]?
KHAOS,t,0,2,At [blank]&#44; where every day is [blank] day!
KHAOS,t,0,1,Beavis and Butthead Do [blank].
KHAOS,t,0,1,Bitches LOVE [blank]!
KHAOS,t,0,1,Call of Duty Modern Warfare 37: War of [blank]!
KHAOS,t,0,2,Disguised as [blank]&#44; mild-mannered [blank]. 
KHAOS,t,0,2,Do you want me to send you back to where you were&#44; [blank] in [blank]?
KHAOS,t,0,1,Don&#39;t make me [blank]. You wouldn&#39;t like me when I&#39;m [blank].
KHAOS,t,0,1,Every sperm is [blank].
KHAOS,t,0,2,Faster than a speeding [blank]! More powerful than a [blank]!
KHAOS,t,0,1,Fighting a never-ending battle for truth&#44; justice&#44; and the American [blank]!
KHAOS,t,0,1,For the love of GOD&#44; and all that is HOLY&#44; [blank]!!
KHAOS,t,0,1,Good night. Sleep well. I&#39;ll most likely [blank] you in the morning.
KHAOS,t,0,1,Good. Bad. I&#39;m the guy with the [blank].
KHAOS,t,0,1,Hail to the [blank]&#44; baby.
KHAOS,t,0,1,Honey badger don&#39;t give a [blank]!
KHAOS,t,0,1,How will we stop an army of the dead at our castle walls?
KHAOS,t,0,2,I [blank]&#44; therefore I [blank].
KHAOS,t,0,1,I am not fat! I&#39;m just [blank].
KHAOS,t,0,1,I am The Dread Pirate [blank].
KHAOS,t,0,1,I am the King of [blank]!
KHAOS,t,0,1,I cannot preach hate and warfare when I am a disciple of [blank].
KHAOS,t,0,2,I HATE it when [blank](s) crawl(s) up my [blank]!
KHAOS,t,0,1,I have a dream that one day this nation will rise up and live out the true meaning of its creed:
KHAOS,t,0,2,I like [blank]&#44; but [blank] is a hard limit!
KHAOS,t,0,1,I see [blank] people
KHAOS,t,0,1,I see you have the machine that goes [blank].
KHAOS,t,0,1,I seek The Holy [blank].
KHAOS,t,0,2,I swear by my pretty floral  [blank]&#44; I will [blank] you.
KHAOS,t,0,2,I used to be an adventurer like you&#44; then I took a/an [blank] in the [blank].
KHAOS,t,0,1,I&#39;m loyal to nothing&#44; General - except the [blank].
KHAOS,t,0,1,I&#39;m not a [blank]&#44; but I play one on TV
KHAOS,t,0,1,I&#44; for one&#44; welcome our new [blank] overlords.
KHAOS,t,0,1,In brightest day&#44; in blackest night&#44; no [blank] shall escape my sight.
KHAOS,t,2,3,In Soviet [blank]&#44; [blank] [blank]s you.
KHAOS,t,0,1,My next video turorial covers [blank].
KHAOS,t,0,1,My safeword is [blank].
KHAOS,t,0,1,Oh my god! They killed [blank]!
KHAOS,t,0,1,Patriotism doesn&#39;t automatically equal [blank].
KHAOS,t,0,1,Shop smart. Shop [blank].
KHAOS,t,0,1,Team [blank]!
KHAOS,t,0,1,Teenage Mutant Ninja [blank].
KHAOS,t,0,1,The anxiously awaited new season of Firefly is rumoured to kick off with an action packed scene&#44; featuring River Tam&#39;s amazing feats of [blank]!
KHAOS,t,0,1,The new Operating System will be called [blank].
KHAOS,t,0,1,The only good [blank] is a dead [blank].
KHAOS,t,0,1,These are my minions of [blank]!
KHAOS,t,0,1,These aren&#39;t the [blank] you&#39;re looking for.
KHAOS,t,0,1,This will be the greatest [blank]con ever!
KHAOS,t,0,2,This year&#39;s [blank] guest of honour is [blank].
KHAOS,t,0,1,Thou shalt not[blank].
KHAOS,t,0,1,Two by two&#44; hands of [blank].
KHAOS,t,0,1,We found a map Charlie! A map to [blank] Mountain!
KHAOS,t,0,1,We went to a workshop on tantric [blank].
KHAOS,t,0,1,We&#39;re gonna need a bigger [blank].
KHAOS,t,0,1,Welcome to my secret lair. I call it The Fortress of [blank].
KHAOS,t,0,1,Well you can&#39;t expect to wield supreme executive power just &#39;cause some watery tart threw a [blank] at you!
KHAOS,t,0,1,Wendy&#39;s [blank] & Juicy.
KHAOS,t,0,1,Where&#39;s the beef?
KHAOS,t,0,1,With great power comes great [blank].
KHAOS,t,0,1,Yes&#44; Mr. Death... I&#39;ll play you a game! But not chess! My game is [blank].
KHAOS,t,0,2,You know&#44; there&#39;s a million fine looking women in the world&#44; dude. But they don&#39;t all bring you [blank] at work. Most of &#39;em just [blank].
KHAOS,t,0,1,You&#39;ve got to check out [blank] Fluxx!
MIS,f,0,1,Daddy&#44; why is Mommy crying?
MrMan,t,0,1,&#34;Why Grandma&#34;&#44; said Little Red Riding Hood&#44; &#34;What big [blank] you have!&#34;
MrMan,t,0,2,[blank] a day keeps [blank] away.
MrMan,t,0,1,[blank] is the root of all evil.
MrMan,t,0,1,A fortune teller told me I will live a life filled with [blank].
MrMan,t,0,1,And it is said his ghost still wanders these halls&#44; forever searching for his lost [blank].
MrMan,t,0,1,And on his farm he had [blank]&#44; E-I-E-I-O!
MrMan,t,0,1,And the award for the filthiest scene in an adult film goes to &#34;5 women and [blank].&#34;
MrMan,t,0,1,Disney presents [blank]&#44; on ice!
MrMan,t,0,1,Genius is 10% inspiration and 90% [blank].
MrMan,t,0,1,Go-Go-Gadget&#44; [blank]!
MrMan,t,0,1,I finally realized I hit rock bottom when I started digging through dumpsters for [blank].
MrMan,t,0,1,I qualify for this job because I have several years experience in the field of [blank].
MrMan,t,0,1,I will not eat them Sam-I-Am. I will not eat [blank].
MrMan,t,0,1,I work out so I can look good when I&#39;m [blank].
MrMan,t,0,1,If a pot of gold is at one end of the rainbow&#44; what is at the other?
MrMan,t,0,1,It is often argued that our ancestors would have never evolved without the aid of [blank].
MrMan,t,0,1,It was the happiest day of my life when I became the proud parent of [blank].
MrMan,t,0,2,Little Miss. Muffet sat on her tuffet&#44; eating her [blank] and [blank].
MrMan,t,0,1,Mama always said life was like [blank].
MrMan,t,0,1,Pay no attention to [blank] behind the curtain!
MrMan,t,0,1,Scientists have reverse engineered alien technology that unlocks the secrets of [blank].
MrMan,t,0,1,The 1930&#39;s is often regarded as the golden age of [blank].
MrMan,t,0,1,The best part of waking up is [blank] in your cup.
MrMan,t,0,1,The Himalayas are filled with many perils&#44; such as [blank].
MrMan,t,0,1,The primitive villagers were both shocked and amazed when I showed them [blank].
MrMan,t,0,1,The road to success is paved with [blank].
MrMan,t,0,1,The sad truth is&#44; that at the edge of the universe&#44; there is nothing but [blank].
MrMan,t,0,1,The seldomly mentioned 4th little pig built his house out of [blank].
MrMan,t,0,1,There is a time for peace&#44; a time for war&#44; and a time for [blank].
MrMan,t,0,1,Though Thomas Edison invented the lightbulb&#44; he is also known for giving us [blank].
MrMan,t,0,1,We just adopted [blank] from the pound.
MrMan,t,0,1,What do I keep hidden in the crawlspace?
MrMan,t,0,1,What&#39;s the time? [blank] time!
MrMan,t,0,1,Who could have guessed that the alien invasion would be easily thwarted by [blank].
MrMan,t,0,1,With a million times the destructive force of all our nuclear weapons combined&#44; no one was able to survive [blank].
MrMan,t,0,1,With the Democrats and Republicans in a dead heat&#44; the election was snatched by the [blank] party.
MrMan,t,0,2,You have been found guilty of 5 counts of [blank]&#44; and 13 counts of [blank].
MSPA,t,0,1,&#34;Sacred leggings&#34; was a mistranslation. The Sufferer actually died in Sacred [blank].
MSPA,t,0,1,[blank] makes the Homestuck fandom uncomfortable.
MSPA,t,0,2,[blank] stays awake at night&#44; crying over [blank].
MSPA,t,0,1,[blank] totally makes me question my sexuality.
MSPA,t,0,1,[blank]. It keeps happening!
MSPA,t,0,1,[blank]. On the roof. Now.
MSPA,t,0,1,After throwing [blank] at Karkat&#39;s head&#44; Dave made the intriguing discover that troll horns are very sensitive.
MSPA,t,0,1,AG: Who needs luck when you have [blank]?
MSPA,t,0,1,All [blank]. All of it!
MSPA,t,0,1,Alternia&#39;s political system was based upon [blank].
MSPA,t,0,1,Believe it or not&#44; Kankri&#39;s biggest trigger is [blank].
MSPA,t,0,1,Calliborn wants you to draw pornography of [blank].
MSPA,t,0,1,Dave Strider likes [blank]&#44; but only ironically.
MSPA,t,0,1,Equius beats up Eridan for [blank].
MSPA,t,2,3,Everybody out of the god damn way. You&#39;ve got a heart full of [blank]&#44; a soul full of [blank]&#44; and a body full of [blank].
MSPA,t,0,1,Feferi secretly hates [blank].
MSPA,t,0,1,For Betty Crocker&#39;s latest ad campaign/brainwashing scheme&#44; she is using [blank] as inspiration.
MSPA,t,0,1,For his birthday&#44; Dave gave John [blank].
MSPA,t,0,1,Fuckin&#39; [blank]. How do they work?
MSPA,t,0,1,Gamzee not only likes using his clubs for juggling and strifing&#44; he also uses them for[blank].
MSPA,t,0,1,Getting a friend to read Homestuck is like [blank].
MSPA,t,0,1,How do I live without [blank]?
MSPA,t,0,2,Hussie died on his quest bed and rose as the fully realized [blank] of [blank].
MSPA,t,0,2,Hussie unintentionally revealed that Homestuck will end with [blank] and [blank] consummating their relationship at last.
MSPA,t,0,1,I am [blank]. It&#39;s me.
MSPA,t,0,1,I finally became Tumblr famous when I released a gifset of [blank].
MSPA,t,0,1,I just found [blank] in my closet it is like fucking christmas up in here.
MSPA,t,0,1,I warned you about [blank]&#44; bro! I told you&#44; dog!
MSPA,t,0,1,In the final battle&#44; John distracts Lord English by showing him [blank].
MSPA,t,0,1,It&#39;s hard&#44; being [blank]. It&#39;s hard and no one understands.
MSPA,t,0,1,John is a good boy. And he loves [blank].
MSPA,t,0,1,John may not be a homosexual&#44; but he has a serious thing for [blank].
MSPA,t,0,1,Kanaya reached into her dead lusus&#39;s stomach and retrieved [blank].
MSPA,t,0,1,Kanaya tells Karkat about [blank] to cheer him up.
MSPA,t,0,1,Karkat gave our universe [blank].
MSPA,t,0,1,Latula and Porrin have decided to teach Kankri about the wonders of [blank].
MSPA,t,0,1,Little did they know&#44; the key to defeating Lord English was actually [blank].
MSPA,t,0,1,Little known fact: Kurloz&#39;s stitching is actually made out of [blank].
MSPA,t,0,1,Nanna baked a cake for John to commemorate [blank].
MSPA,t,0,1,Nepeta only likes Karkat for his [blank].
MSPA,t,0,2,Nepeta&#39;s secret OTP is [blank] with [blank].
MSPA,t,0,2,Nobody was surprised to find [blank] under Jade&#39;s skirt. The surprise was she used it for/on [blank].
MSPA,t,0,1,Porrim made Kankri a sweater to cover his [blank].
MSPA,t,0,1,Problem Sleuth had a hard time investigating [blank].
MSPA,t,0,1,Rose was rather disgusted when she started reading about [blank].
MSPA,t,0,1,Terezi can top anyone except [blank].
MSPA,t,0,1,The hole in Kanaya&#39;s stomach is so large&#44; she can fit [blank] in it.
MSPA,t,0,1,The next thing Hussie will turn into a sex joke will be [blank].
MSPA,t,0,1,The only way to beat Vriska in an eating contest is to put [blank] on the table.
MSPA,t,0,1,The real reason Terezi stabbed Vriska was to punish her for [blank].
MSPA,t,0,1,The secret way to achieve God Tier is to die on top of [blank].
MSPA,t,0,1,The thing that made Kankri break his vow of celibacy was [blank].
MSPA,t,0,1,Turns out&#44; pre-entry prototyping with [blank] was not the best idea.
MSPA,t,0,1,Vriska killed Spidermom with [blank].
MSPA,t,0,2,Vriska roleplays [blank] with Terezi as [blank].
MSPA,t,0,1,Vriska&#39;s greatest regret is [blank].
MSPA,t,0,2,Wear  [blank]. Be [blank].
MSPA,t,0,1,What did Jake get Dirk for his birthday?
MSPA,t,0,1,What is the worst thing that Terezi ever licked?
MSPA,t,2,3,What is your OT3?
MSPA,t,0,1,What makes your kokoro go &#34;doki doki&#34;?
MSPA,t,0,1,What&#39;s in the box&#44; Jack?
MSPA,t,0,1,When a bucket is unavailable&#44; trolls with use [blank].
MSPA,t,0,1,When Dave received [blank] from his Bro for his 9th birthday&#44; be felt a little warm inside.
MSPA,t,0,1,Whenever I see [blank] on MSPARP&#44; I disconnect immediately.
MSPA,t,0,1,where doing it man. where MAKING [blank] HAPEN!
MSPA,t,0,1,Your name is JOHN EGBERT and boy do you love [blank]!
NL,t,0,1,&#34;Hey everybody and welcome to Let&#39;s Look At [blank]!&#34;
NL,t,0,1,[blank] caused Northernlion to take stupid damage.
NL,t,0,1,[blank] has invaded!
NL,t,0,1,[blank] is really essential to completing the game.
NL,t,0,1,[blank] Is the best item in The Binding of Isaac.
NL,t,0,1,[blank] is the worst item in The Binding of Isaac.
NL,t,0,1,[blank] is/are Northernlion&#39;s worst nightmare.
NL,t,0,1,[blank] sounds like a great alternative rock band.
NL,t,0,1,[blank] was full of leeches.
NL,t,0,2,[blank] was indicted on account of [blank].
NL,t,0,2,[blank]! Get off the [blank]!
NL,t,0,1,[blank]. Everything else is uncivilized.
NL,t,0,2,[blank]: The [blank] Story.
NL,t,0,1,[blank]: The Northernlion Story.
NL,t,0,1,[blank]? It&#39;s a DLC item.
NL,t,0,1,[blank]? Well&#44; I won&#39;t look a gift horse in the mouth on that one.
NL,t,0,1,After Mars&#44; [blank] is the next furthest planet from the sun.
NL,t,0,2,After winning yet another race&#44; Josh made [blank] tweet about [blank].
NL,t,0,2,And now we&#39;re going to be fighting [blank] on [blank].
NL,t,0,1,As always&#44; I will [blank] you next time!
NL,t,0,1,Best game of 2013? [blank]&#44; of course.
NL,t,0,1,But that [blank] has sailed.
NL,t,0,1,Dang it&#44; [blank]!
NL,t,0,1,Even [blank] is/are better at video games than Northernlion.
NL,t,0,1,Everything&#39;s coming up [blank].
NL,t,0,1,Finding something like [blank] would turn this run around.
NL,t,0,1,Follow MichaelALFox on Twitter and you can see pictures of [blank].
NL,t,0,1,Fox would still be here if not for [blank].
NL,t,0,1,Fuck the haters&#44; this is [blank].
NL,t,0,1,Get in my [blank] zone.
NL,t,0,1,Green loves the new Paranautical Activity item [blank]&#44; but keeps comparing it to the crossbow.
NL,t,0,1,Hello anybody&#44; I am [blank]Patrol.
NL,t,0,2,Hello everybody&#44; welcome to a new episode of [blank] plays [blank].
NL,t,0,1,How did Northernlion unite Scotland?
NL,t,0,1,How do you get your dog to stop humping your leg?
NL,t,0,2,I beat Blue Baby with only [blank] and [blank]!
NL,t,0,1,I can do [blank] and die immediately afterward.
NL,t,0,1,I don&#39;t even see [blank] anymore; all I see are blondes&#44; brunettes&#44; redheads...
NL,t,0,2,I have [blank]&#44; can you [blank] me?
NL,t,2,3,I wasn&#39;t even that drunk! I just had some [blank]&#44; [blank]&#44; and [blank].
NL,t,0,1,I&#39;d sacrifice [blank] at the Altar.
NL,t,0,1,I&#39;m in the permanent [blank] state.
NL,t,0,1,If sloth [blank] are wrong I don’t want to be right.
NL,t,0,1,Invaded the world of [blank].
NL,t,0,1,It&#39;s [blank]&#44; ya dangus!
NL,t,0,2,It&#39;s true that Green9090 is [blank]&#44; but we must all admit that Ohm is better at [blank]
NL,t,0,1,JSmithOTI is referred to as a Scumlord&#44; but his friends call him [blank].
NL,t,0,1,JSmithOTI: Total [blank].
NL,t,0,1,Krazy Mike lost to [blank]!
NL,t,0,1,Legend has it&#44; the Thug of Porn was arrested for [blank].
NL,t,0,1,Let&#39;s Look At: [blank].
NL,t,0,1,More like the Duke of [blank]&#44; right?
NL,t,0,1,My apologies to the [blank] estate.
NL,t,0,1,My channel is youtube.com/[blank].
NL,t,0,2,My name is [blank] and today we&#39;ll be checking out [blank].
NL,t,0,1,No one man should have all that [blank].
NL,t,0,1,Northernlion always forgets the name of [blank].
NL,t,0,2,Northernlion has alienated fans of [blank] by calling them [blank].
NL,t,0,1,Northernlion has been facing ridicule for calling [blank] a rogue-like.
NL,t,0,2,Northernlion was fired from his teaching job and had to flee South Korea after an incident involving  [blank] and [blank].
NL,t,0,1,Northernlion&#39;s cat Ryuka is known for [blank] while he records.
NL,t,0,2,Northernlion&#39;s doctor diagnosed him today with [blank]&#44; an unfortunate condition that would lead to [blank].
NL,t,0,1,Northernlion&#39;s latest novelty Twitter account is @[blank].
NL,t,0,1,Northernlion&#39;s refusal to Let&#39;s Play [blank] was probably a good call.
NL,t,0,1,Of all the things that Ryan and Josh have in common&#44; they bond together through their mutual love of [blank].
NL,t,0,1,Oh god&#44; I can&#39;t believe we ate [blank] at PAX.
NL,t,0,1,Oh my god&#44; he&#39;s using [blank] magic!
NL,t,0,1,Ohmwrecker is known for his MLG online play. What people don&#39;t know is that he&#39;s also MLG at [blank].
NL,t,0,2,On its last dying breath&#44; [blank] sent out a cry for help. A bunch of [blank] heard the cry.
NL,t,0,1,One thing Northernlion was right about was [blank].
NL,t,0,1,Only in Korea can you see [blank].
NL,t,0,1,Pimp your [blank]!
NL,t,0,1,Praise the [blank]!
NL,t,0,1,Recently&#44; Northernlion has felt woefully insecure due to [blank].
NL,t,0,1,Roguelike? How about [blank]-like.
NL,t,0,1,Say that to my face one more time and I&#39;ll start [blank].
NL,t,0,1,Sometimes&#44; a man&#39;s just gotta [blank].
NL,t,0,2,That&#39;s the way [blank] did it&#44; that&#39;s the way [blank] does it&#44; and it&#39;&#39;s worked out pretty well so far.
NL,t,0,1,The hero of the stream was [blank].
NL,t,2,3,The Holy Trinity: [blank]&#44; [blank]&#44; and [blank]!
NL,t,0,1,The next movie reading will be of [blank].
NL,t,0,1,The only way NL is ever going to make it to Hell in Spelunky is by using [blank].
NL,t,0,1,The stream broke when Ryuka stepped on the [blank] key.
NL,t,0,1,The stream was going well until [blank].
NL,t,0,1,The Youtube chat proved ineffective&#44; so instead we had to communicate via [blank].
NL,t,0,1,This new game is an interesting [blank]-like-like.
NL,t,2,3,This time on [blank] vs. [blank]&#44; we&#39;re playing [blank].
NL,t,0,2,Today on Crusader Kings 2&#44; NL plays King [blank] the [blank].
NL,t,0,1,Today&#39;s trivia topic is [blank].
NL,t,0,1,Travel by [blank].
NL,t,0,1,We&#39;re having technical difficulties due to [blank].
NL,t,0,1,We&#39;re rolling in [blank]!
NL,t,0,1,Welcome back to The Binding of Isaac. Today&#39;s challenge run will be based on  [blank].
NL,t,0,1,Well there&#39;s nothing wrong with [blank] by any stretch of the imagination.
NL,t,0,1,What do you give to the CEO of Youtube as a gift?
NL,t,0,1,What gave Ohmwrecker his gaming powers?
NL,t,0,1,What interrupted the &#35;NLSS?
NL,t,0,1,What would Ohm do?
NL,t,0,1,What would you do if Ohm really did just die?
NL,t,0,2,When I was a kid&#44; all we had in Lunchables were three [blank] and [blank].
NL,t,0,1,Whenever I [blank]&#44; take a drink.
PAX A,f,0,1,I have an idea even better than Kickstarter&#44; and it&#39;s called [blank]starter.
PAX A,f,0,1,You have been waylaid by [blank] and must defend yourself.
PAX B,f,0,1,Action stations! Action stations! Set condition one throughout the fleet and brace for [blank]!
PAX B,f,0,1,In the final round of this year&#39;s Omegathon&#44; Omeganauts must face off in a game of [blank].
PAX C,f,0,1,I don&#39;t know exactly how I got the PAX plague&#44; but I suspect it had something to do with [blank].
PAX C,f,0,1,Press <span class=&#34;card_number&#34;>&darr;</span><span class=&#34;card_number&#34;>&darr;</span><span class=&#34;card_number&#34;>&larr;</span><span class=&#34;card_number&#34;>&rarr;</span><span class=&#34;card_number&#34;>B</span> to unleash [blank].
PAX13,f,0,1,[blank]: Achievement unlocked.<span class=&#34;cardnum&#34;>40 / 44</span>
PAX13,f,0,1,In the new DLC for Mass Effect&#44; Shepard must save the galaxy from [blank].<span class=&#34;cardnum&#34;>42 / 44</span>
PAX13,f,0,1,No Enforcer wants to manage the panel on [blank].<span class=&#34;cardnum&#34;>44 / 44</span>
PAX13,f,0,1,The most controversial game at PAX this year is an 8-bit indie platformer about [blank].<span class=&#34;cardnum&#34;>38 / 44</span>
PAX13,f,0,1,There was a riot at the Gearbox panel when they gave the attendees [blank].<span class=&#34;cardnum&#34;>41 / 44</span>
PAX13,f,0,1,What made Spock cry?<span class=&#34;cardnum&#34;>39 / 44</span>
PAX13,f,0,1,What&#39;s the latest bullshit that&#39;s troubling this quaint fantasy town?<span class=&#34;cardnum&#34;>43 / 44</span>
RP,t,0,1,/[blank] all over this post.
RP,t,0,1,/[blank] delicately from the butt.
RP,t,0,1,/slides hand up your [blank].
RP,t,0,2,[blank] &amp; [blank]: Worst mods ever.
RP,t,0,1,[blank] doesn&#39;t need to be judged right now.
RP,t,0,2,[blank] is a terrible thing to do to the [blank]!
RP,t,0,1,[blank] is not an island.
RP,t,0,1,[blank] runs into the forest&#44; screaming.
RP,t,0,1,[blank] was better before the anon meme.
RP,t,0,1,Bad news guys&#44; my parents found that thread involving [blank].
RP,t,0,1,But what are your thoughts on [blank]?
RP,t,0,1,Chaos ensued when Wankgate banned [blank].
RP,t,0,1,Cute&#44; fun and [blank].
RP,t,0,1,Does anyone [blank]? I feel like the only one.
RP,t,0,1,Excuse me&#44; but I identify as [blank].
RP,t,0,1,Great&#44; another [blank] event.
RP,t,0,1,How can there be a group of people more [blank] than us?
RP,t,0,1,How dare you not warn for [blank]! Don&#39;t you know how triggering that is?
RP,t,0,1,How&#39;s my driving?
RP,t,0,1,I can only [blank] if I feel a deep emotional connection.
RP,t,0,1,I can&#39;t believe we just spent a whole page wanking about [blank].
RP,t,0,1,I have a PHD in [blank].
RP,t,0,1,I just benchpressed&#44; like&#44; 14 [blank].
RP,t,0,1,I need deets on [blank]&#44; stat.
RP,t,0,1,I predict [blank] will close by the end of the year.
RP,t,0,2,I randomly began to [blank] and [blank] came galloping up the stairs.
RP,t,0,1,I see Wankgate&#39;s bitching about [blank] again.
RP,t,0,1,I&#39;m literally shaking and [blank] right now.
RP,t,0,1,I&#39;m married to [blank] on the astral plane.
RP,t,0,1,I&#39;m really into [blank]&#44; so please don&#39;t kinkshame.
RP,t,0,1,I&#39;m sad we lost [blank] in the exodus from LJ to DW.
RP,t,0,1,I&#39;m starting a game where the characters are stuck in [blank].
RP,t,0,1,I&#39;m taking commissions for [blank]!
RP,t,2,3,In this world&#44; sexual roles are divided into three categories: the [blank]&#44; the [blank]&#44; and the [blank]
RP,t,0,1,It&#39;s [blank] o&#39;clock.
RP,t,0,1,ITT: [blank].
RP,t,0,1,Join my new game about [blank]!
RP,t,0,1,Keep fucking that [blank].
RP,t,0,1,Let me tell you about [blank].
RP,t,0,1,Log in and [blank].
RP,t,0,2,My favorite thread is the one where [blank] has kinky sex with [blank].
RP,t,0,2,My headcanon is that [blank] is [blank].
RP,t,0,2,My OTP: [blank] x [blank].
RP,t,0,2,New game idea! You&#39;re kidnapped by [blank] and forced into [blank].
RP,t,0,1,no actually i don&#39;t care at all&#44; i don&#39;t even [blank]. :))))
RP,t,0,1,OMG you guys I have so many feels about [blank]!
RP,t,0,2,Only [blank] would play from [blank].
RP,t,0,1,Raising money for [blank]! Please replurk!
RP,t,0,1,RPAnons made me [blank].
RP,t,0,1,SHUT UP ABOUT YOUR [blank].
RP,t,0,1,Signal boosting for [blank]!
RP,t,0,2,Since [blank] is on hiatus&#44; fans have migrated to [blank].
RP,t,0,1,Someone just stuck their head out of the window and screamed &#34;[blank]&#39;s UP!&#34;
RP,t,0,1,Someone left a [blank] out in the rain.
RP,t,0,1,That [blank]. You know&#44; *that* one.
RP,t,0,1,The [blank] is happy.
RP,t,0,1,The perfect username for my next character: [blank].
RP,t,0,1,The thing I hate most about RP is [blank].
RP,t,0,1,Their [blank] are of age.
RP,t,0,1,There are too many memes about [blank].
RP,t,0,1,There is no [blank] in Holly Heights.
RP,t,0,1,We need a new post. This one smells like [blank].
RP,t,0,1,We&#39;d love to have you at [blank] Island!
RP,t,0,1,Who apps [blank] to a sex game?
RP,t,0,1,Who should I play next?
RP,t,0,1,Why was I asked for app revisions?
RP,t,0,1,Why was I banned?
RP,t,0,1,You can&#39;t fist [blank].
RP,t,0,1,You sound [blank]&#44; tbh.
RPF,t,0,1,[blank] is serious business.
RPF,t,0,2,[blank] ruined the [blank] fandom for all eternity.
RPF,t,0,1,Anthrocon was ruined by [blank].
RPF,t,0,1,Furaffinity went down for 48 hours because of [blank].
RPF,t,0,1,I got an STD from [blank].
RPF,t,0,1,I unwatched his FurAffinity page because he kept posting [blank].
RPF,t,0,2,I was fapping to [blank]&#44; but [blank] walked in on me.
RPF,t,0,1,If you don&#39;t pay your Comcast cable bill&#44; they will send [blank] after you.
RPF,t,0,1,In recent tech news&#44; computers are now being ruined by [blank].
RPF,t,0,1,Mewtwo achieved a utopian society when he eliminated [blank] once and for all.
RPF,t,0,1,My most shameful orgasm was the time I masturbated to [blank].
RPF,t,0,1,The idiots in that one room at the Westin finally got kicked out of Anthrocon for [blank].
RPF,t,0,1,The only thing that caused more of a shitfit than Mewtwo&#39;s new form is [blank].
RPF,t,2,3,What are the worst 3 cards in your hand right now?
RPF,t,0,1,You don&#39;t want to find [blank] in your Furnando&#39;s Lasagna Wrap.
RPF,t,2,3,Yu-Gi-Oh players were shocked when the win condition of holding 5 Exodia pieces was replaced by [blank]&#44; [blank]&#44; and [blank]. 
RS,t,0,1,[blank] 2012.
RS,t,0,2,[blank] and [blank] are the new hot couple.
RS,t,0,1,[blank] Game of the Year Edition.
RS,t,0,1,[blank] ruined many people&#39;s childhood.
RS,t,0,1,Dustin Browder demands more [blank] in StarCraft&reg;.
RS,t,0,1,Grand Theft Auto&trade;: [blank].
RS,t,0,1,I never thought [blank] would be so enjoyable.
RS,t,0,1,I whip my [blank] back and forth.
RS,t,0,2,I wouldn&#39;t fuck [blank] with [blank]&#39;s dick.
RS,t,0,1,I&#39;ve got the whole world in my [blank].
RS,t,0,1,In a news conference&#44; Obama pulled out [blank]&#44; to everyone&#39;s surprise.
RS,t,0,1,In his next movie&#44; Will Smith saves the world from [blank].
RS,t,0,1,In his second term&#44; Obama will rid America of [blank].
RS,t,0,1,In the future&#44; [blank] will fuel our cars.
RS,t,0,1,In the next episode&#44; SpongeBob gets introduced to [blank]. 
RS,t,0,1,In the next Punch Out!!&#44; [blank] will be the secret final boss.
RS,t,0,1,Instead of playing Cards Against Humanity&#44; you could be [blank].
RS,t,0,1,Justin Beiber&#39;s new song is all about [blank].
RS,t,0,1,Keith Richards enjoys [blank] on his food.
RS,t,0,1,Lady Gaga has revealed her new dress will be made of [blank].
RS,t,0,1,My life for [blank]!
RS,t,0,1,Nights filled with [blank].
RS,t,0,1,One does not simply walk into [blank].
RS,t,2,3,Plan a three course meal.
RS,t,0,1,Praise [blank]!
RS,t,0,1,Tastes like [blank].
RS,t,0,1,The lion&#44; the witch&#44; and [blank].
RS,t,0,2,The new fad diet is all about making people do [blank] and eat [blank].
RS,t,0,1,The next Assassin&#39;s Creed game will take place in [blank].
RS,t,0,2,The next pokemon will combine [blank] and [blank].
RS,t,0,1,The victim was found with [blank].
RS,t,0,1,Welcome to my secret lair on [blank].
RS,t,0,1,What can you always find in between the couch cushions?
RS,t,0,1,What is Curious George so curious about?
RS,t,0,1,What is Japan&#39;s national pastime?
RS,t,0,1,What is literally worse than Hitler?
RS,t,0,1,What is love without [blank]?
RS,t,0,1,What is the answer to life&#39;s question?
RS,t,0,1,What is the next big sideshow attraction?
RS,t,0,1,What is the next great Kickstarter project?
RS,t,0,1,What was going through Osama Bin Laden&#39;s head before he died?
RS,t,0,1,What will Xyzzy take over the world with?
RS,t,0,1,When North Korea gets [blank]&#44; it will be the end of the world.
RS,t,0,1,When short on money&#44; you can always [blank].
RS,t,0,1,Who is GLaDOS&#39;s next test subject?
RS,t,0,1,Who let the dogs out?
RS,t,0,1,Who needs college when you have [blank].
RT,t,0,2,[blank] is [blank] as dicks.
RT,t,0,1,[blank] is probably a Venusaur kind of guy.
RT,t,0,2,[blank] is the best [blank] ever. Of all time.
RT,t,0,1,[blank] is the greatest Canadian.
RT,t,0,1,[blank] is the worst on the Podcast.
RT,t,0,2,[blank] wins! [blank] is a horse!
